airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
positive,FALSE,0,0,Gracias @Iberia por vuestro vuelo de hoy con villancicos tanto al despegar como aterrizar. #FelicesFiestas,,Wed Dec 27 12:50:08 +0000 2017,946000241832157189,"Ginebra, Suiza",Madrid
negative,TRUE,0,0,@Iberia 6000 avios y 100 euros. Cuando el billete valía 190 euros. Eso es cash&amp;avios o avios&amp;money? Porque 100 euro… https://t.co/XTvRa6mJJT,,Thu Jan 04 12:55:04 +0000 2018,948900587894116352,,Madrid
negative,TRUE,0,0,"@Iberia ""La butaca se reclina 15 centímetros. Existen algunos asientos que, por razones de seguridad, no son abatib… https://t.co/KC9EwN3TY1",,Wed Nov 15 08:58:46 +0000 2017,930721726547288064,,Madrid
positive,TRUE,0,0,@Iberia ¡Muchas gracias!,,Thu Oct 26 10:06:32 +0000 2017,923491026072895488,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/AkDHFq13hg",,Mon Nov 27 21:13:39 +0000 2017,935255320150138883,,
negative,TRUE,0,0,@elena_rms @Iberia Vergonzoso,,Mon Jan 01 00:03:51 +0000 2018,947619342392483840,,
negative,FALSE,0,0,"El Ibex, presente en la feria
[...] Las empresas civiles favoritas del presupuesto militar español, como Iberdrola,… https://t.co/Nr8vAJIqu3",,Wed Oct 25 13:05:26 +0000 2017,923173659660845056,,Madrid
neutral,TRUE,0,0,@Iberia Me podrían decir que pasa con este vuelo IBE3160 y si va a salir en alguna hora estimada?,,Fri Nov 03 10:26:32 +0000 2017,926395161244037121,,
neutral,FALSE,0,0,"Retrasado el vuelo @iberia 8530 (mad-pna) por las condiciones actuales en @aeropuerto_pna #Noáin 
#metar #LEPP 0108… https://t.co/BaxocOhVq5",,Fri Dec 01 08:51:40 +0000 2017,936518147330461701,,
positive,FALSE,0,0,"Ryanair inaugura su ruta Valencia-Budapest con vuelos desde 16,99 euros para este invierno https://t.co/nXjHnHeZDQ https://t.co/4NCOhpLYaC",,Fri Nov 03 15:58:06 +0000 2017,926478604023644162,,Madrid
neutral,TRUE,0,0,"@Iberia Lo acabo de hacer en este momento por mensaje directo, espero una pronta solución",,Mon Nov 13 20:47:22 +0000 2017,930175274918055936,,
positive,FALSE,0,0,RT: miguelhotero :Airbus vende 50 aviones nuevos al Ryanair latinoamericano https://t.co/lZucyfgEKC,,Sat Dec 23 09:04:17 +0000 2017,944493853561802752,,
neutral,TRUE,0,0,@Iberia hola! Tengo un problema con un check in y llamo a atención al cliente y no logro hablar con nadie... me podéis ayudar? gracias,,Mon Jan 01 10:24:06 +0000 2018,947775432920793090,,Madrid
positive,FALSE,0,0,Samsung e Iberia sorprenden a los viajeros de un vuelo de Madrid a La Coruña con un «regalazo» https://t.co/hu9Ttr2RXQ vía @abc_es,,Wed Oct 25 11:13:58 +0000 2017,923145606977212416,,London
neutral,TRUE,0,0,@los_secretos @Iberia Buen viaje y suerte,,Sun Nov 05 23:18:10 +0000 2017,927314124945674243,,
negative,FALSE,0,0,Jolines!  A mi no me pasan estas cosas!!!! https://t.co/BkGnZUXpcX,,Mon Oct 30 18:15:04 +0000 2017,925063519267098626,,
neutral,FALSE,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/pSMr4pU66o",,Fri Dec 15 08:53:07 +0000 2017,941591943267667969,,Bogota
neutral,FALSE,0,0,"Y además el @Iberia 8524 en camino, van a coincidir 3 #ATR de @AirNostrumLAM en plataforma @Aeropuerto_PNA https://t.co/LIPSl8KXdz",,Sat Nov 04 16:10:18 +0000 2017,926844058894561281,,
positive,TRUE,0,0,@srlobbo Si. Iberia Expres es low cost. En competencia directa con EasyJet etc... y seguro que comparaste precios a… https://t.co/OXVOFv6D9H,,Thu Nov 16 07:52:31 +0000 2017,931067441584721920,,
negative,FALSE,0,0,"#MaletasPerdidasIberia. Cuatro días y seguimos sin maletas, ni ropa que ponernos, ni regalos que dar. Todo gracias… https://t.co/yV6sY2hAer",,Wed Dec 13 17:54:17 +0000 2017,941003354687369217,,Eastern Time (US & Canada)
negative,TRUE,0,0,@RolaCarola Low cost y low fare son cosas distintas. El low cost es maximizar la operación con el menor costo para… https://t.co/kPgah9r0vg,,Sun Dec 03 14:33:30 +0000 2017,937328949230735361,,Brasilia
negative,FALSE,0,0,"Que miedo da esto! 

Respondan por favor, lee mucha queja de ustedes ya siento paranoia que me vayan hacer lo mismo… https://t.co/xNl8qN5Trc",,Fri Dec 29 14:37:54 +0000 2017,946752140986519553,,Dublin
negative,TRUE,0,0,@iberia #malapoliticadeprevision #iberianoteneisverguenza por qué no habéis mandado un avión más grande si pensabai… https://t.co/KGjEBDiWBl,,Mon Dec 25 09:54:24 +0000 2017,945231244433985537,,Madrid
neutral,TRUE,0,0,@Iberia me podeis facilitar un telefono de atención al cliente para poder hablar con alguien sobre mi reclamación? https://t.co/uQUpjk1IEF,,Tue Nov 28 09:35:41 +0000 2017,935442059158343680,,Madrid
negative,TRUE,0,0,"@PaisPPT No tenes vergüenza Recalentamiento, se robaron todo y le tuvimos que pagar fortuna a Iberia por estatizar… https://t.co/7cFPgu6vel",,Fri Dec 01 19:27:58 +0000 2017,936678277221109767,,
negative,FALSE,0,0,Italia abre expediente a Ryanair por no informar de los derechos tras una cancelación https://t.co/45HrwGSLun vía @20m,,Tue Dec 05 12:04:56 +0000 2017,938016336713867264,"Madrid, España",
negative,TRUE,0,0,"@Iberia @Iberia vuestro equipo de vuelo lo saben y les hemos transmitido que maltratáis a los clientes, que yo sepa… https://t.co/stwocvlBEo",,Sun Dec 17 19:45:02 +0000 2017,942480778516160512,,
negative,TRUE,0,0,@Iberia para hacer una reserva de vuelo para un menor de edad cual sería la forma más fácil?,,Fri Nov 17 16:03:52 +0000 2017,931553481336516608,,Madrid
positive,FALSE,0,0,Por otros 90! Y por todos los que han contribuido a ser la compañía bandera de España. https://t.co/r7DLWdr09V,,Thu Dec 14 23:00:58 +0000 2017,941442923144597504,,Greenland
negative,FALSE,0,0,".@Iberia presume de ser la aerolínea más puntual, pero el retraso en la salida de Vigo a mi me va a hacer perder 2… https://t.co/rFPRuCEBoo",,Tue Nov 28 08:25:35 +0000 2017,935424420147023872,,
neutral,FALSE,0,0,"Desconvocada la huelga de fin de año de Ryanair en España

https://t.co/PXPT0fPE7C",,Tue Dec 19 10:45:57 +0000 2017,943069887626399744,,
negative,TRUE,0,0,"@Ryanair @Ryanair_ES Seguís sin responder después de 2 meses.  Me dejásteis tirado en otro país, ya he puesto queja… https://t.co/jm7nyLUgTM",,Sat Dec 02 17:08:18 +0000 2017,937005515204452352,,Athens
negative,TRUE,0,0,@Iberia @Iberia Que no puedas añadir una maleta a tu vuelo semanas antes porque el vuelo lo compras con Iberia y lo… https://t.co/ivkNr6m4al,,Fri Oct 27 16:50:53 +0000 2017,923955171050377216,,
neutral,FALSE,0,0,Barómetro #business: En 2 de cada 5 reservas se utiliza la tarjeta frequent flyers de la compañía aérea; Iberia es… https://t.co/P7v94762DY,,Tue Dec 19 11:02:18 +0000 2017,943074005027905536,,
neutral,TRUE,0,0,@Ryanair ¿ se puede llevar una mochila además de la maleta de cabina para entrar en el avión sin facturar ?,,Thu Nov 16 18:57:28 +0000 2017,931234782817804288,,
neutral,FALSE,0,0,90 aniversario del primer vuelo de Iberia https://t.co/ysa9e10uBJ https://t.co/3wPuaVJEYK,,Thu Dec 14 11:21:06 +0000 2017,941266796245585922,,Hawaii
negative,TRUE,0,0,@Iberia Me he puesto en contacto con ustedes vía DM y no me han solventado el problema. Sigo llamando al teléfono y… https://t.co/bgnAWxV4PU,,Mon Jan 08 16:05:16 +0000 2018,950398002740555776,,
negative,FALSE,0,0,"Castigo en Bolsa para Iberia, Vueling y Air France por aplicar recargos en los billetes https://t.co/hcPkfH8PP1 vía @merca2_es",,Tue Nov 07 17:22:20 +0000 2017,927949352953438210,,Greenland
negative,TRUE,0,0,@n_larenas Iberia saltando en chulla pie. Mucho más atractivo el vuelo directo. Y ellos si pueden confiar en LATAM… https://t.co/qYSRdF3xjl,,Wed Nov 29 01:36:28 +0000 2017,935683850117709825,,
neutral,TRUE,0,0,@Iberia Un poquito estafa vuestro #blackfriday . Ida 50€/vuelta 250€...No hay ni un destino a Europa con precio ida… https://t.co/qd7fnUJWkL,,Wed Nov 22 13:34:06 +0000 2017,933327731672133632,,
negative,TRUE,0,0,@Iberia La explicación es clara. Sí. Pero no deja de ser un disparate que los costes de cambios sean más caros que… https://t.co/EWMqB4bLFj,,Fri Dec 15 11:14:49 +0000 2017,941627599951982594,,
negative,FALSE,0,0,"Profesora: ¿En qué se diferencia Ryanair?

Clase: En precio.

Yo: En que se le cae los aviones.",,Wed Dec 13 16:52:01 +0000 2017,940987686877310977,,Pacific Time (US & Canada)
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/eZx6XR5J1I",,Sat Nov 25 19:53:57 +0000 2017,934510490482626560,,Eastern Time (US & Canada)
negative,TRUE,0,0,@Iberia @SamsungEspana Donde puñetas dirijo mi mail con los datos q me han solicitado @Iberia,,Sun Nov 05 00:41:37 +0000 2017,926972737263947776,,
positive,TRUE,0,0,@grrrlracer en iberia si miras ida y vuelta suelen bajar el precio que solo cogiendo una (por si estás mirándolo por separado),,Thu Jan 04 11:14:33 +0000 2018,948875290490691584,,Madrid
negative,TRUE,0,0,@Iberia explíquenme como mis asientos que compré juntos ahora que imprimí los pases de abordar están separados 😡. Vuelo MAD-MEX,,Sun Nov 05 18:52:37 +0000 2017,927247296257028099,"Madrid, España",Mexico City
neutral,FALSE,0,0,Vuelos de ryanair a 5€... en la cuenta tengo justo pa la ida y pa la vuelta👍🏽,,Tue Nov 21 16:06:46 +0000 2017,933003762683338752,,
negative,FALSE,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/eiq5JFzWJh",,Thu Dec 14 06:54:12 +0000 2017,941199628862742530,,Bogota
positive,TRUE,0,0,@Iberia Felices fiestas!!! ^_^,,Fri Dec 22 19:02:19 +0000 2017,944281968845512705,,
neutral,FALSE,0,0,La nueva política de equipajes de Ryanair entrará en vigor el próximo 15 de enero https://t.co/Kx3K4hKgMn vía @abc_es,,Sat Dec 16 04:29:27 +0000 2017,941887976145027072,,London
neutral,TRUE,0,0,@Iberia buenas tiene boletos a cuba?,,Tue Dec 26 12:54:44 +0000 2017,945639013372882945,,Caracas
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/p3DkziKLxT",,Mon Nov 27 03:44:02 +0000 2017,934991177278992384,,Buenos Aires
negative,FALSE,0,0,#MaletasPerdidasIberia. El sabado 9 llegamos a #Madrid sin maletas por @Iberia. Hoy 12 estamos sin maletas y sin no… https://t.co/e52laCgj80,,Tue Dec 12 18:48:00 +0000 2017,940654487433285632,,Eastern Time (US & Canada)
negative,TRUE,0,0,"@crisaldama @swissairlines @Iberia dolor de corazón,en tu caso de rodillas también. poco serio ser la línea de referencia como una low cost",,Thu Dec 14 00:05:43 +0000 2017,941096829965557760,,Rome
negative,FALSE,0,0,Envié mensaje interno. A ver si esta vez no tienen respuestas lamentables a su servicio. https://t.co/5QpglUJcN5,,Thu Dec 28 23:36:17 +0000 2017,946525241811054592,,
negative,FALSE,0,0,Medios alemanes informan de la huelga del personal de Iberia del 20 al 24 de diciembre https://t.co/qG5yfZBwiC,,Thu Dec 14 08:28:34 +0000 2017,941223374021382144,Bulgaria,Sofia
negative,FALSE,0,0,Oigan @Iberia cuánto tardan en contestar reclamaciones? O me toca poner otra reclamando que no me contesten?,,Tue Nov 07 19:14:55 +0000 2017,927977683555966976,,Greenland
neutral,TRUE,0,0,"@tuerce6 Tío, Iberia te contestó con un “Hola Merry”.",,Tue Dec 26 09:52:10 +0000 2017,945593070380253185,,Madrid
positive,FALSE,0,0,"#Empleo: Tripulantes Cabina Pasajeros/as #Ryanair Entrevistas #Oviedo: 15/11/17. Buena presencia, trato agradable,… https://t.co/6LL8jkcu1b",,Mon Nov 13 12:09:53 +0000 2017,930045046396739584,,
neutral,TRUE,0,0,"@Iberia Hola! Me dicen que elija vuelo y se ve así, ya cambié fechas y sigue sin desplegar opciones de vuelo... qué… https://t.co/CdyWvDJBg5",,Tue Dec 05 23:01:46 +0000 2017,938181633047490560,,Mountain Time (US & Canada)
positive,FALSE,0,0,"Haifa Iberia, presente en los Congresos Nacionales de Greenkeepers de España y de Portugal https://t.co/Y5NySiTT7R",,Wed Nov 29 05:07:06 +0000 2017,935736857450745856,,Madrid
neutral,FALSE,0,0,Echa un vistazo a esta #miniatura de metal de Herpa del #Bombardier CRJ-900 de Iberia Regional/Air Nostrum a escala… https://t.co/0gE5pj2j6V,,Tue Dec 12 18:16:25 +0000 2017,940646536459014144,,Pacific Time (US & Canada)
neutral,TRUE,0,0,@Iberia holà viajaba con Vueling y olvidé mi portafolio a la puerta de seguridad. La persona a la puerta lo ha recu… https://t.co/7hEdHDHoPJ,,Thu Nov 16 21:09:40 +0000 2017,931268052976656385,"Antibes, France",
positive,FALSE,0,0,#HolaColombia me voy para allá corriendo! https://t.co/zQeNOI3dFp,,Tue Nov 07 20:46:20 +0000 2017,928000691079139328,,
neutral,FALSE,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/TjIJgovazq",,Thu Dec 14 13:30:57 +0000 2017,941299474445553665,,Pacific Time (US & Canada)
negative,FALSE,0,0,Iberia Brenyaman spangelicia chufacabras ivalice27 Según nos informan el viaje no es 100% gratis. Estaremos encanta… https://t.co/Tkz8utpUui,,Thu Dec 14 15:21:44 +0000 2017,941327353829093376,,Caracas
neutral,FALSE,0,0,¿Y si la Península Ibérica (Iberia) fuera un país? https://t.co/wkm6eu46M3 vía @YouTube,,Tue Dec 26 22:01:41 +0000 2017,945776657343877120,,Greenland
negative,FALSE,0,0,El comité de empresa de Iberia convoca huelga en El Prat entre el 21 y 24 diciembre https://t.co/TjGUgKsuzQ,,Tue Dec 12 11:34:50 +0000 2017,940545476851617792,,Madrid
neutral,TRUE,0,0,@Iberia @denomades @CHILETOURISM_LA @CHILE_TOURISM @TurismoEnChile @SanpedroChile @SdeAtacama @SPedroAtacama… https://t.co/QDtjXIemRv,,Sun Nov 26 22:26:44 +0000 2017,934911326723411968,"Santiago de Compostela, Spain",Madrid
neutral,TRUE,0,0,@Iberia alguna noticia de la huelga de El Prat BCN para Navidad?,,Fri Dec 15 18:52:00 +0000 2017,941742654735507456,,Madrid
negative,FALSE,0,0,En @Ryanair @Ryanair_ES son tan rastreros que el sistema informático te da asientos separados habiendo muchos asien… https://t.co/DrXFobitsF,,Sun Dec 31 14:21:10 +0000 2017,947472706018127873,,Madrid
neutral,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/78IkhIpnf0,,Sat Dec 16 03:00:18 +0000 2017,941865541949689856,,
negative,TRUE,0,0,"@Iberia @SamySpain Me daría vergüenza poner mi nombre junto a una compañía como Iberia que destrata a familias, pie… https://t.co/9vQL1IydDS",,Sun Dec 03 12:33:14 +0000 2017,937298680964632577,,
negative,TRUE,0,0,@controladores @Iberia ¿Nadie da explicación de por qué el IB3180 destino LHR lo retrasan constantemente? Tenía que salir a las 17.05h...,,Thu Nov 30 18:05:25 +0000 2017,936295114980384768,,
negative,TRUE,0,0,@Iberia pues ya pueden contestar a los mensajes!!,,Mon Oct 30 17:10:00 +0000 2017,925047144893042688,,
neutral,FALSE,0,0,Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/0NQZXv9VXq,,Fri Oct 27 15:00:11 +0000 2017,923927313741467654,,
negative,TRUE,0,0,"@Iberia @SamsungEspana A mi, nunca me pasan esas cosas ..... 😔",,Tue Oct 31 08:09:01 +0000 2017,925273388570107909,,
negative,TRUE,0,0,"@Iberia hay algún error en su página?, al marcar origen, destino y fechas vuelve a cargar página de inicio, no pued… https://t.co/KRVKVKlIsv",,Mon Dec 18 04:14:18 +0000 2017,942608938754646017,,
negative,TRUE,0,0,"@Iberia Que es lo que pasa con todos ustedes que venden por Internet que son TAN HABILES y TAN RAPIDOS para cobrar,… https://t.co/3mTDT7AwS8",,Tue Dec 12 13:04:14 +0000 2017,940567975060561920,,
negative,FALSE,0,0,"El dueño de Ryanair ya mismo quejándose al Parlament: ""Oiga, que aquí el de los retrasos y el que juega con el personal soy yo, ¿eh?""",,Fri Oct 27 10:34:18 +0000 2017,923860400654954497,,Madrid
negative,TRUE,0,0,"@Iberia @lavecinarubia Tienen ustedes que encontrarla.Tal vez no lo entiendan,pero lo NECESITAMOS.Que triunfe el am… https://t.co/FVwx3joGor",,Sat Nov 04 17:00:47 +0000 2017,926856765781798912,,Madrid
neutral,TRUE,0,0,@Iberia Respondido,,Tue Nov 28 14:11:54 +0000 2017,935511571215933440,,Buenos Aires
negative,FALSE,0,0,"Nos llamamos,¿eh? Salgo un momento a una gestión y vuelvo en seguida. Esperadme que no tardo
-¿Y el código de Ryana… https://t.co/2eQ2RDboNg",,Mon Oct 30 20:56:05 +0000 2017,925104040941416448,,Athens
negative,TRUE,0,0,@Iberia Podéis al menos tener la dignidad de ponerlo “cancelado” de forma oficial? Colas de 100 personas para el cambio...,,Thu Oct 26 06:09:06 +0000 2017,923431273674301440,,
negative,FALSE,0,0,Bueno tenemos que estar contentos que dice el ministro @idlserna  que para el 2020 ya tendremos después de 13 años… https://t.co/Ja9oNH3ORZ,,Tue Dec 26 17:07:05 +0000 2017,945702517912080386,,Madrid
positive,TRUE,0,0,@Iberia gracias por la información!,,Tue Dec 12 17:08:11 +0000 2017,940629364538003457,,Pacific Time (US & Canada)
negative,TRUE,0,0,@Rumbo estoy muy descontenta con su servicio y gestión de mi reserva de vuelo. Han contestado tarde a mi petición d… https://t.co/vuXxPMCJk4,,Mon Nov 20 13:01:39 +0000 2017,932594790012801024,,
positive,TRUE,0,0,"@Iberia Siiii !! Chachi , nuestro vuelo sale a las 15.",,Wed Nov 15 12:50:22 +0000 2017,930780009664581635,,Madrid
negative,FALSE,0,0,Descendió Iberia....no fue el que le ganó al CC???,,Tue Nov 14 00:59:08 +0000 2017,930238637152899073,,
neutral,FALSE,0,0,Pues claro que si. Esperas innecesarias las justas https://t.co/bZoRCgprFF,,Wed Jan 03 13:50:55 +0000 2018,948552254315028480,,Pacific Time (US & Canada)
negative,TRUE,0,0,"@Iberia @mad_c2 El que volaba era yo y con las disculpas no solucionáis nada, el perjuicio está hecho. Gracias pero esta no es la solución.",,Wed Dec 06 16:20:54 +0000 2017,938443138309476355,,Madrid
negative,TRUE,0,0,@Iberia Cuando compre el billete no me dijeron eso. Ademas la diferencia es como comprar un billete nuevo. Iberia d… https://t.co/jpwQbjtQs5,,Mon Nov 27 02:26:10 +0000 2017,934971582669377537,,Buenos Aires
positive,FALSE,0,0,Viajar a Bilbao con @Iberia y que de hilo musical esté “Tierra” de @xoellopez es muy 🔝🔝🔝 Van a ser unos grandes días si esto empieza así!!!,,Wed Nov 22 20:59:21 +0000 2017,933439784009240577,,Madrid
positive,TRUE,0,0,"@anaguantes @Iberia Me uno a la felicitación a mi compañero Francisco por la dedicación , amabilidad , y su trato p… https://t.co/9cDWQUdb1Z",,Sat Dec 30 18:32:02 +0000 2017,947173450795319296,,Atlantic Time (Canada)
negative,TRUE,0,0,@llamas_78 @ramoncotarelo @vueling Al piloto de Iberia: qué habrias hecho tú si te hubiera pasado ésto?,,Wed Nov 15 18:55:37 +0000 2017,930871928583311360,,Athens
positive,FALSE,0,0,Iberia me desea Felices Fiestas y quiere encontrarme de nuevo a bordo. Copate y mandame un código de descuento. 🙌🏻✈️,,Fri Dec 22 14:53:06 +0000 2017,944219251606421504,,Santiago
negative,TRUE,0,0,@bearicoactriz @kikelucu @RAM_Maroc A veces ni eso. En junio @Iberia  dejó tirados a cientos de clientes en New Yor… https://t.co/GEr7ruh2Oz,,Mon Oct 30 19:29:27 +0000 2017,925082239821582336,,Amsterdam
neutral,FALSE,0,0,Iberia celebra los 90 años de su primer vuelo https://t.co/mtwrv9P3BZ,,Thu Dec 14 13:02:57 +0000 2017,941292426769129472,,Bogota
negative,FALSE,0,0,ADIÓS PRINGAOS https://t.co/ukL7T65JfM,,Tue Nov 21 20:25:43 +0000 2017,933068930586959872,"Palma, España",Madrid
negative,TRUE,0,0,@Iberia VERGONZOSO!MUY DESCONTENTA!MALA ATENCION!Coger Iberia porqe crees que van a ser responsables y despues de u… https://t.co/8BK7coZtfC,,Tue Dec 05 12:48:40 +0000 2017,938027342538199041,,
negative,TRUE,0,0,@joosearodriguez Cómo no lo hemos visto antes?? Nada como cambiar el nombre para solucionarlo TO-DO. A partir de ah… https://t.co/1W9qJY4Z7i,,Mon Jan 08 15:22:49 +0000 2018,950387319768526848,,
positive,FALSE,0,0,Solo el 3 de Enero: Un millón de asientos en Ryanair desde 9€: https://t.co/VLrAKlqjsB,,Wed Jan 03 15:06:29 +0000 2018,948571271452876800,,Madrid
negative,TRUE,0,0,@IBERIA estoy teniendo muchos problemas con el checkin online de un vuelo. He imprimido las tarjetas de embarque y… https://t.co/spjni2dt8b,,Tue Dec 26 11:13:00 +0000 2017,945613412746366976,,
negative,FALSE,0,0,El retraso de un vuelo puede ser suficiente para reclamar un daño. https://t.co/XOOFGeGM6W,,Mon Oct 30 10:04:40 +0000 2017,924940108075339776,,
neutral,FALSE,0,0,Los de Ryanair son un Renault 5 comparado con esto https://t.co/gL6K5jXymm vía @diarioviajero,,Tue Nov 14 00:12:46 +0000 2017,930226965763805185,,Madrid
neutral,FALSE,0,0,Pilotos irlandeses de Ryanair desconvocan huelga para el 20 de diciembre https://t.co/EZKMgSryVb,,Mon Dec 18 11:59:12 +0000 2017,942725934188318720,,Tokyo
negative,FALSE,0,0,Así se bajó un pasajero de RyanAir harto de esperar para desembarcar https://t.co/s5at6pws3c,,Wed Jan 03 19:44:12 +0000 2018,948641161585090560,,Caracas
positive,TRUE,0,0,@Iberia Mil gracias a todos los que con vuestro ME  GUSTA valoráis mis fotos!! Agradecido por cada uno de ellos.… https://t.co/TV7CLYgHk8,,Fri Dec 15 10:26:48 +0000 2017,941615517927919616,,Madrid
positive,TRUE,0,0,@SpottersLESO @jsazkue @ATRaircraft @Iberia @AirNostrumLAM @DonostiAir @ibeca73 @SpottersMurcia @controladores… https://t.co/z4I2QzfTLB,,Tue Dec 26 05:29:20 +0000 2017,945526923022749696,,
neutral,FALSE,0,0,"En puesto #2 
Airbus A330 de Iberia EC-MMG 
En final corto a la pista 02 
Foto tomada desde… https://t.co/ibSkEjBB8j",,Mon Jan 01 06:31:49 +0000 2018,947716976310235137,,Central America
negative,TRUE,0,0,"@Iberia @Iberia , el problema es que la gestión de pasajeros está siendo lamentable. Nos han derivado al hotel… https://t.co/hrxSbzJ9nn",,Thu Nov 30 11:11:54 +0000 2017,936191050154172416,,
negative,TRUE,0,0,@Iberia @SilOsitos IBERIA siempre del lado de los que no hacen nada para solucionar los problemas que generan. Bien.,,Fri Dec 15 10:22:03 +0000 2017,941614324560420864,,
negative,FALSE,0,0,"Y luego por la incompetencia de @Iberia perdí mi vuelo de conexión a Londres, no resuelven nada.",,Mon Nov 20 23:17:51 +0000 2017,932749864412233728,,
neutral,FALSE,0,0,RT https://t.co/TdbcnWFgd6 We will be exhibiting at Expocida Iberia 2018-Congreso Profesional y Feria de Control de… https://t.co/cfFRNyPjAi,,Mon Dec 25 06:16:17 +0000 2017,945176353942458368,,Pacific Time (US & Canada)
positive,TRUE,0,0,@UltimaLlamada_ Parece que mañana #Iberia lanza promo por #BlackFriday (aún no he recibido yo email) de vuelos naci… https://t.co/SNlqhsyTOJ,,Tue Nov 21 16:48:48 +0000 2017,933014342810906625,,Madrid
negative,TRUE,0,0,@yeraydz @Crisdelpino78 @Iberia Lo peor es el ruido....da muy mal rollo jajaja,,Sat Nov 04 12:18:57 +0000 2017,926785839765565440,,
neutral,FALSE,0,0,"Álava, joya medieval | Me gusta volar https://t.co/gRrPwytK4u #paísvasco",,Wed Dec 27 17:29:34 +0000 2017,946070563193278465,,Quito
negative,TRUE,0,0,@Iberia @iberiaexpress tenéis el proceso de embarque mas caótico entre las aerolíneas!!! https://t.co/p8KS8mvGrM,,Tue Dec 05 18:54:24 +0000 2017,938119379325251585,,Madrid
negative,TRUE,0,0,@Iberia @AirNostrumLAM La verdad que todo es muy confuso. Esta mañana hizo 5 días sin maletas. He cancelado comprom… https://t.co/Ee6yzp0AEA,,Wed Dec 27 18:56:38 +0000 2017,946092476795727872,,
neutral,FALSE,0,0,La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki https://t.co/oxrKgDfW7M,,Fri Dec 29 14:59:06 +0000 2017,946757475621064704,,Madrid
positive,FALSE,0,0,Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey https://t.co/2RnUVlORK5,,Tue Nov 28 16:25:25 +0000 2017,935545172171030530,,
neutral,FALSE,0,0,Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa https://t.co/Ic1dUniV51,,Fri Nov 24 17:55:28 +0000 2017,934118285322399744,,Madrid
positive,TRUE,0,0,@Iberia Al país de nunca jamás..😉,,Tue Nov 14 20:11:23 +0000 2017,930528609940492288,,Madrid
neutral,FALSE,0,0,Ryanair reclutará en España 100 nuevos tripulantes de cabina para toda Europa https://t.co/os85gVjWQf,,Wed Oct 25 13:41:32 +0000 2017,923182741843333120,,
neutral,FALSE,0,0,He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/Ado5ICQ6f7 - Ryanair Capítulo 1 Vuelo:Brussels,,Mon Nov 20 23:34:43 +0000 2017,932754106615287808,,
negative,FALSE,0,0,En realidad parece más sólido que las famosas avionetas de Iberia. https://t.co/czVpNRQiai,,Mon Nov 13 19:19:55 +0000 2017,930153269401305088,,Greenland
negative,TRUE,0,0,@ivan_cortina @Iberia alucinante el trato que le dan a las mercancías,,Sat Dec 30 19:07:30 +0000 2017,947182376425226240,,Athens
negative,FALSE,0,0,Ohhh @Iberia como es eso de hacerme unfollow ???,,Fri Nov 24 09:05:38 +0000 2017,933984948540858368,,Madrid
neutral,TRUE,0,0,@Iberia @caminovm Ten cuidado Camino porque a veces a la reclamación te llega un email de una tal Paloma que no exi… https://t.co/GScNWkBNUy,,Wed Nov 15 20:04:54 +0000 2017,930889367639461888,,Madrid
neutral,TRUE,0,0,@yourrax @sidlowe @Iberia Si es que un error lo puede tener cualquiera.,,Thu Oct 26 11:19:12 +0000 2017,923509312823144448,"Madrid, España",Hawaii
neutral,FALSE,0,0,Ryanair inaugura la línea Castellón-Poznan. Lo más grande va a llegar en business.,,Fri Nov 03 17:44:06 +0000 2017,926505278341820418,,Madrid
positive,TRUE,0,0,@Iberia Mi padre volo con vosotros durante años a #Canada de cada viaje de vuelta siempre tenia algun regalo de… https://t.co/3iupw4A9Hq,,Mon Dec 18 17:49:21 +0000 2017,942814051477983233,"Pontevedra, España",Madrid
negative,TRUE,0,0,@LifeLoversBcn @DescubreIsrael @promotourist @bthetravelbrand @travelwebcamses @logitravel @Destinia @eDreams_es… https://t.co/9JfvoRGkCl,,Thu Jan 04 09:53:23 +0000 2018,948854866528620546,,Madrid
